pert_id,Target_UniProt,Target_Species,Assay_Type,Assay_Relation,Assay_Value,EvidenceLevel_Assigned,Database
BRD-K62008436,P10415,Homo sapiens,,,,II,DrugBank
BRD-K62008436,P10415,Homo sapiens,,,,II,DrugBank
BRD-K62008436,P10415,Homo sapiens,,,,II,DrugBank
BRD-K62008436,P10415,Homo sapiens,,,,II,DrugBank
BRD-K62008436,P10415,Homo sapiens,,,,II,DrugBank
BRD-K62008436,Q9H4B7,Homo sapiens,,,,II,DrugBank
BRD-K62008436,Q9H4B7,Homo sapiens,,,,II,DrugBank
BRD-K62008436,Q9H4B7,Homo sapiens,,,,II,DrugBank
BRD-K62008436,Q9H4B7,Homo sapiens,,,,II,DrugBank
BRD-K62008436,Q9H4B7,Homo sapiens,,,,II,DrugBank
BRD-K62008436,P07437,Homo sapiens,,,,I,Therapeutic Target Database
BRD-K62008436,P07437,Homo sapiens,EC50,=,9.0,III,IUPHAR
BRD-K62008436,P00533,Homo sapiens,IC50,>,10000.0,III,BindingDB
BRD-K62008436,P11362,Homo sapiens,IC50,>,10000.0,III,BindingDB
BRD-K62008436,P12931,Homo sapiens,IC50,>,10000.0,III,BindingDB
BRD-K62008436,P10636,Homo sapiens,,,,II,DrugBank
BRD-K62008436,P27816,Homo sapiens,,,,II,DrugBank
BRD-K62008436,O95342,Homo sapiens,IC50,=,26800.0,III,BindingDB
BRD-K62008436,O95342,Homo sapiens,IC50,=,28900.0,III,BindingDB
BRD-K62008436,P11137,Homo sapiens,,,,II,DrugBank
BRD-K51313569,P11802,Homo sapiens,,,,II,DrugBank
BRD-K51313569,P11802,Homo sapiens,,,,I,Therapeutic Target Database
BRD-K51313569,P11802,Homo sapiens,IC50,=,11.0,III,IUPHAR
BRD-K51313569,Q00534,Homo sapiens,,,,II,DrugBank
BRD-K51313569,Q00534,Homo sapiens,,,,I,Therapeutic Target Database
BRD-K51313569,Q00534,Homo sapiens,IC50,=,16.0,III,IUPHAR
BRD-K36234266,O70127,Rattus norvegicus,IC50,>,1000000.0,III,BindingDB
BRD-K36234266,P00390,Homo sapiens,,,,II,DrugBank
BRD-K36234266,P00390,Homo sapiens,,,,II,DrugBank
BRD-K36234266,P00390,Homo sapiens,,,,II,DrugBank
BRD-K36234266,P00390,Homo sapiens,,,,II,DrugBank
BRD-K36234266,P00390,Homo sapiens,,,,II,DrugBank
BRD-K36234266,P00390,Homo sapiens,,,,II,DrugBank
BRD-K36234266,P00390,Homo sapiens,,,,II,DrugBank
BRD-K36234266,P00390,Homo sapiens,,,,II,DrugBank
BRD-K36234266,P00390,Homo sapiens,IC50,=,8100.0,III,BindingDB
BRD-K36234266,,Homo sapiens,,,,II,DrugBank
BRD-K36234266,P41921,Saccharomyces cerevisiae,IC50,=,441000.0,III,BindingDB
BRD-K36234266,,Homo sapiens,,,,II,DrugBank
BRD-K36234266,,Homo sapiens,,,,II,DrugBank
BRD-K36234266,,Homo sapiens,,,,II,DrugBank
BRD-K36234266,,Homo sapiens,,,,I,Therapeutic Target Database
BRD-K36234266,,Homo sapiens,,,,II,DrugBank
BRD-K36234266,,Homo sapiens,,,,II,DrugBank
BRD-K36234266,,Homo sapiens,,,,II,DrugBank
BRD-K33106058,O00142,Homo sapiens,IC50,>,1000000.0,III,BindingDB
BRD-K33106058,O00142,Homo sapiens,IC50,>,1000000.0,III,BindingDB
BRD-K33106058,Q15788,Homo sapiens,IC50,=,25587.0,III,BindingDB
BRD-K33106058,P32320,Homo sapiens,Ki,=,190000.0,III,BindingDB
BRD-K33106058,O39644,,,,,I,Therapeutic Target Database
BRD-K33106058,P06479,Human herpesvirus 1 (strain SC16),IC50,>,1000000.0,III,BindingDB
BRD-K33106058,P06479,Human herpesvirus 1 (strain SC16),IC50,>,1000000.0,III,BindingDB
BRD-K33106058,Q9Y6Q9,Homo sapiens,IC50,=,7533.0,III,BindingDB
BRD-K33106058,P06746,Homo sapiens,,,,II,DrugBank
BRD-K33106058,P06746,Homo sapiens,,,,II,DrugBank
BRD-K33106058,P06746,Homo sapiens,,,,II,DrugBank
BRD-K33106058,Q9XZT6,Drosophila melanogaster,IC50,=,5319000.0,III,BindingDB
BRD-K33106058,Q9XZT6,Drosophila melanogaster,IC50,=,5319000.0,III,BindingDB
BRD-K33106058,,Homo sapiens,,,,II,DrugBank
BRD-K33106058,,Homo sapiens,,,,II,DrugBank
BRD-K33106058,P09250,Varicella-zoster virus (strain Dumas),IC50,>,1000000.0,III,BindingDB
BRD-K33106058,P09250,Varicella-zoster virus (strain Dumas),IC50,>,1000000.0,III,BindingDB
BRD-K33106058,P04183,Homo sapiens,IC50,>,1000000.0,III,BindingDB
BRD-K33106058,P04183,Homo sapiens,IC50,>,1000000.0,III,BindingDB
BRD-A12994259,P01375,Homo sapiens,,,,II,DrugBank
BRD-A12994259,Q96SW2,Homo sapiens,,,,II,DrugBank
BRD-A12994259,Q96SW2,Homo sapiens,,,,II,DrugBank
BRD-A12994259,Q96SW2,Homo sapiens,,,,II,DrugBank
BRD-A12994259,P35354,Homo sapiens,,,,II,DrugBank
BRD-K64052750,P45984,Homo sapiens,KD,=,1700.0,III,BindingDB
BRD-K64052750,P45984,Homo sapiens,KD,=,1400.0,III,BindingDB
BRD-K64052750,P45984,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P53667,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P53667,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q9Y616,Homo sapiens,KD,=,15.0,III,BindingDB
BRD-K64052750,Q9Y616,Homo sapiens,KD,=,1500.0,III,BindingDB
BRD-K64052750,Q96RR4,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q96RR4,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,O43353,Homo sapiens,KD,=,800.0,III,BindingDB
BRD-K64052750,O43353,Homo sapiens,KD,=,530.0,III,BindingDB
BRD-K64052750,O43353,Homo sapiens,KD,=,530000.0,III,BindingDB
BRD-K64052750,O43353,Homo sapiens,KD,=,530.0,III,BindingDB
BRD-K64052750,Q9BRS2,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q9BRS2,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P42336,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P42336,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P42336,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P42336,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P42336,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P42336,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P42336,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P42336,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P42336,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P42336,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P42336,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P42336,Homo sapiens,KD,>,1.0,III,BindingDB
BRD-K64052750,Q9H1R3,Homo sapiens,KD,=,1900.0,III,BindingDB
BRD-K64052750,Q9H1R3,Homo sapiens,KD,=,1900000.0,III,BindingDB
BRD-K64052750,Q9H1R3,Homo sapiens,KD,=,1900.0,III,BindingDB
BRD-K64052750,Q9UBE8,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q9UBE8,Homo sapiens,KD,=,4200.0,III,BindingDB
BRD-K64052750,O75716,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,O75716,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q8NI60,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q8NI60,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P29320,Homo sapiens,KD,=,5500.0,III,BindingDB
BRD-K64052750,P29320,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q6ZN16,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P62343,Plasmodium falciparum,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q92772,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,O00238,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q8IU85,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q8IU85,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q9NRH2,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,O14578,Homo sapiens,KD,=,1300000.0,III,BindingDB
BRD-K64052750,O14578,Homo sapiens,KD,=,1300.0,III,BindingDB
BRD-K64052750,O14578,Homo sapiens,KD,=,1300.0,III,BindingDB
BRD-K64052750,P15735,Homo sapiens,KD,=,2700.0,III,BindingDB
BRD-K64052750,P15735,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P15735,Homo sapiens,KD,=,6400.0,III,BindingDB
BRD-K64052750,Q00535,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q00535,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q08881,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q08881,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q9UL54,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P52564,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P52564,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q9NQU5,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q9NQU5,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P48729,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P51617,Homo sapiens,KD,=,69.0,III,BindingDB
BRD-K64052750,Q13237,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q13237,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q13555,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q13555,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q9BXA7,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q9BXA7,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,O15146,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,O15146,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q9BVS4,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q16539,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q16539,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q12852,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q13546,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q13546,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q9HCP0,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q9HCP0,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,O15111,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q13557,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q13557,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P29376,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P29376,Homo sapiens,KD,=,5500.0,III,BindingDB
BRD-K64052750,P17948,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P17948,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,O00750,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P54756,Homo sapiens,KD,=,1500.0,III,BindingDB
BRD-K64052750,P54756,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,O75116,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q9P1W9,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q9P1W9,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q9Y2U5,Homo sapiens,KD,=,3300.0,III,BindingDB
BRD-K64052750,P11799,Gallus gallus,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q16659,Homo sapiens,KD,=,1600000.0,III,BindingDB
BRD-K64052750,Q16659,Homo sapiens,KD,=,1600.0,III,BindingDB
BRD-K64052750,Q16659,Homo sapiens,KD,=,1600.0,III,BindingDB
BRD-K64052750,Q04771,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q04771,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q8N4C8,Homo sapiens,KD,=,1800.0,III,BindingDB
BRD-K64052750,Q02750,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q02750,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q9UHD2,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q5S007,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q5S007,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q96NX5,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q96NX5,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P36897,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P36897,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,O94768,Homo sapiens,KD,=,3800.0,III,BindingDB
BRD-K64052750,O94768,Homo sapiens,KD,=,3800000.0,III,BindingDB
BRD-K64052750,O94768,Homo sapiens,KD,=,6500.0,III,BindingDB
BRD-K64052750,O94768,Homo sapiens,KD,=,3800.0,III,BindingDB
BRD-K64052750,Q16832,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q16832,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q9H4B4,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q9H4B4,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q9C098,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q9C098,Homo sapiens,KD,=,2900.0,III,BindingDB
BRD-K64052750,Q9UK32,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q9UK32,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q9UK32,Homo sapiens,KD,>,1.0,III,BindingDB
BRD-K64052750,Q9UK32,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,O75582,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,O75582,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,O75582,Homo sapiens,KD,>,1.0,III,BindingDB
BRD-K64052750,O75582,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q9UEE5,Homo sapiens,KD,=,2900.0,III,BindingDB
BRD-K64052750,Q9UEE5,Homo sapiens,KD,=,2000.0,III,BindingDB
BRD-K64052750,Q9UEE5,Homo sapiens,KD,=,2000000.0,III,BindingDB
BRD-K64052750,Q9UEE5,Homo sapiens,KD,=,2000.0,III,BindingDB
BRD-K64052750,Q96L34,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q96L34,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q9UEW8,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q7L7X3,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P41240,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P41240,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q99759,Homo sapiens,KD,=,2100.0,III,BindingDB
BRD-K64052750,Q00532,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q08345,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q08345,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,O14976,Homo sapiens,KD,=,13.0,III,BindingDB
BRD-K64052750,O14976,Homo sapiens,KD,=,13.0,III,BindingDB
BRD-K64052750,O14976,Homo sapiens,KD,=,13000.0,III,BindingDB
BRD-K64052750,O14976,Homo sapiens,KD,=,7.0,III,BindingDB
BRD-K64052750,O14976,Homo sapiens,KD,=,13.0,III,BindingDB
BRD-K64052750,Q15303,Homo sapiens,KD,=,410.0,III,BindingDB
BRD-K64052750,Q15303,Homo sapiens,KD,=,410000.0,III,BindingDB
BRD-K64052750,P37023,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P37023,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P51956,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,O43318,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P16591,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P16591,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q16566,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q16566,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q9P0L2,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q9P0L2,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P10721,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P10721,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P10721,Homo sapiens,KD,>,1.0,III,BindingDB
BRD-K64052750,P10721,Homo sapiens,KD,=,4300.0,III,BindingDB
BRD-K64052750,P10721,Homo sapiens,KD,>,1.0,III,BindingDB
BRD-K64052750,P10721,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P10721,Homo sapiens,KD,>,1.0,III,BindingDB
BRD-K64052750,P10721,Homo sapiens,KD,=,5500.0,III,BindingDB
BRD-K64052750,P10721,Homo sapiens,KD,=,4300.0,III,BindingDB
BRD-K64052750,P10721,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P10721,Homo sapiens,KD,=,1800.0,III,BindingDB
BRD-K64052750,P10721,Homo sapiens,Ki,=,4300000.0,III,BindingDB
BRD-K64052750,P10721,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P10721,Homo sapiens,KD,>,1.0,III,BindingDB
BRD-K64052750,P10721,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P29597,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P29597,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P29597,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q13233,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q9NWZ3,Homo sapiens,KD,=,540.0,III,BindingDB
BRD-K64052750,P42338,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q13705,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q13705,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q13043,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q13043,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q13976,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q13976,Homo sapiens,KD,>,1.0,III,BindingDB
BRD-K64052750,P41743,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P23443,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P12931,Homo sapiens,KD,=,3800000.0,III,BindingDB
BRD-K64052750,P12931,Homo sapiens,KD,=,5000.0,III,BindingDB
BRD-K64052750,P12931,Homo sapiens,KD,=,3800.0,III,BindingDB
BRD-K64052750,P12931,Homo sapiens,KD,=,3800.0,III,BindingDB
BRD-K64052750,P52333,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P52333,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q3U3Q1,Mus musculus,KD,=,1400.0,III,BindingDB
BRD-K64052750,Q86Z02,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P50613,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P50613,Homo sapiens,KD,=,610.0,III,BindingDB
BRD-K64052750,Q13153,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q13153,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q13188,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q13188,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P07947,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P07947,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q96D53,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q96D53,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q6PHR2,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q9BQI3,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P54646,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P54646,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P57058,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q8NE63,Homo sapiens,KD,=,310.0,III,BindingDB
BRD-K64052750,Q96GD4,Homo sapiens,KD,>,1.0,III,BindingDB
BRD-K64052750,Q96GD4,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q9UQ88,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q9UQ88,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q13873,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q13873,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q04912,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q8N568,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q8N568,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P53671,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P53671,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P22455,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P22455,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q8NFD2,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q8NFD2,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,O94921,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,O94921,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q99640,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q99640,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P29323,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P29323,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q9UQM7,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q9UQM7,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q13554,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q13554,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P57078,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P51813,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P51813,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q04759,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q04759,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,O95835,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,O95835,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q9P289,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,Q9P289,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P07333,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P07333,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P31152,Homo sapiens,KD,=,3100.0,III,BindingDB
BRD-K64052750,P31152,Homo sapiens,KD,=,3100.0,III,BindingDB
BRD-K64052750,P31152,Homo sapiens,KD,=,3100000.0,III,BindingDB
BRD-K64052750,Q6XUX3,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K64052750,P00533,Homo sapiens,,,,II,DrugBank
BRD-K64052750,P00533,Homo sapiens,,,,II,DrugBank
BRD-K64052750,P00533,Homo sapiens,,,,I,Therapeutic Target Database
BRD-K64052750,P00533,Homo sapiens,,,,II,DrugBank
BRD-K64052750,P00533,Homo sapiens,,,,II,DrugBank
BRD-K64052750,P00533,Homo sapiens,,,,II,DrugBank
BRD-K64052750,P00533,Homo sapiens,,,,II,DrugBank
BRD-K64052750,P00533,Homo sapiens,KD,=,0.98,III,BindingDB
BRD-K64052750,P00533,Homo sapiens,KD,=,2.0,III,BindingDB
BRD-K64052750,P00533,Homo sapiens,KD,=,0.57,III,BindingDB
BRD-K64052750,P00533,Homo sapiens,IC50,=,7.3,III,BindingDB
BRD-K64052750,P00533,Homo sapiens,KD,=,0.57,III,BindingDB
BRD-K64052750,P00533,Homo sapiens,KD,=,1400.0,III,BindingDB
BRD-K64052750,P00533,Homo sapiens,KD,=,2.0,III,BindingDB
BRD-K64052750,P00533,Homo sapiens,IC50,=,22.0,III,BindingDB
BRD-K64052750,P00533,Homo sapiens,IC50,=,2753.0,III,BindingDB
BRD-K64052750,P00533,Homo sapiens,IC50,=,4.2,III,BindingDB
BRD-K64052750,P00533,Homo sapiens,KD,=,1.0,III,BindingDB
BRD-K64052750,P00533,Homo sapiens,IC50,=,1730.0,III,BindingDB
BRD-K64052750,P00533,Homo sapiens,KD,=,570.0,III,BindingDB
BRD-K64052750,P00533,Homo sapiens,KD,=,1.1,III,BindingDB
BRD-K64052750,P00533,Homo sapiens,IC50,=,39.0,III,BindingDB
BRD-K64052750,P00533,Homo sapiens,KD,=,1100.0,III,BindingDB
BRD-K64052750,P00533,Homo sapiens,KD,=,1.4,III,BindingDB
BRD-K64052750,P00533,Homo sapiens,IC50,=,0.45,III,BindingDB
BRD-K64052750,P00533,Homo sapiens,KD,=,0.54,III,BindingDB
BRD-K64052750,P00533,Homo sapiens,IC50,=,1.0,III,BindingDB
BRD-K64052750,P00533,Homo sapiens,IC50,=,1.0,III,BindingDB
BRD-K64052750,P00533,Homo sapiens,IC50,=,1080.0,III,BindingDB
BRD-K64052750,P00533,Homo sapiens,IC50,=,0.45,III,BindingDB
BRD-K64052750,P00533,Homo sapiens,IC50,=,20.0,III,BindingDB
BRD-K64052750,P00533,Homo sapiens,KD,=,540.0,III,BindingDB
BRD-K64052750,P00533,Homo sapiens,KD,=,1.8,III,BindingDB
BRD-K64052750,P00533,Homo sapiens,IC50,=,23.0,III,BindingDB
BRD-K64052750,P00533,Homo sapiens,IC50,=,33.0,III,BindingDB
BRD-K64052750,P00533,Homo sapiens,KD,=,520.0,III,BindingDB
BRD-K64052750,P00533,Homo sapiens,KD,=,1.4,III,BindingDB
